persona_a,persona_b,pair_id,switch_condition,failed_rows,successful_rows,total_rows,overall_classification
INFJ,ENFJ,INFJ_to_ENFJ,A_history_to_B,0,1,1,successful
INFJ,ENFJ,INFJ_to_ENFJ,A_summary_to_B,0,1,1,successful
INFJ,ENFP,INFJ_to_ENFP,A_history_to_B,0,1,1,successful
INFJ,ENFP,INFJ_to_ENFP,A_summary_to_B,0,1,1,successful
INFJ,ENTJ,INFJ_to_ENTJ,A_history_to_B,0,1,1,successful
INFJ,ENTJ,INFJ_to_ENTJ,A_summary_to_B,0,1,1,successful
INFJ,ENTP,INFJ_to_ENTP,A_history_to_B,0,1,1,successful
INFJ,ENTP,INFJ_to_ENTP,A_summary_to_B,0,1,1,successful
INFJ,ESFJ,INFJ_to_ESFJ,A_history_to_B,0,1,1,successful
INFJ,ESFJ,INFJ_to_ESFJ,A_summary_to_B,0,1,1,successful
INFJ,ESFP,INFJ_to_ESFP,A_history_to_B,1,0,1,failed
INFJ,ESFP,INFJ_to_ESFP,A_summary_to_B,1,0,1,failed
INFJ,ESTJ,INFJ_to_ESTJ,A_history_to_B,0,1,1,successful
INFJ,ESTJ,INFJ_to_ESTJ,A_summary_to_B,0,1,1,successful
INFJ,ESTP,INFJ_to_ESTP,A_history_to_B,1,0,1,failed
INFJ,ESTP,INFJ_to_ESTP,A_summary_to_B,0,1,1,successful
INFJ,INFP,INFJ_to_INFP,A_history_to_B,1,0,1,failed
INFJ,INFP,INFJ_to_INFP,A_summary_to_B,0,1,1,successful
INFJ,INTJ,INFJ_to_INTJ,A_history_to_B,0,1,1,successful
INFJ,INTJ,INFJ_to_INTJ,A_summary_to_B,0,1,1,successful
INFJ,INTP,INFJ_to_INTP,A_history_to_B,1,0,1,failed
INFJ,INTP,INFJ_to_INTP,A_summary_to_B,1,0,1,failed
INFJ,ISFJ,INFJ_to_ISFJ,A_history_to_B,0,1,1,successful
INFJ,ISFJ,INFJ_to_ISFJ,A_summary_to_B,0,1,1,successful
INFJ,ISFP,INFJ_to_ISFP,A_history_to_B,1,0,1,failed
INFJ,ISFP,INFJ_to_ISFP,A_summary_to_B,1,0,1,failed
INFJ,ISTJ,INFJ_to_ISTJ,A_history_to_B,0,1,1,successful
INFJ,ISTJ,INFJ_to_ISTJ,A_summary_to_B,0,1,1,successful
INFJ,ISTP,INFJ_to_ISTP,A_history_to_B,0,1,1,successful
INFJ,ISTP,INFJ_to_ISTP,A_summary_to_B,0,1,1,successful
INFP,ENFJ,INFP_to_ENFJ,A_history_to_B,1,0,1,failed
INFP,ENFJ,INFP_to_ENFJ,A_summary_to_B,0,1,1,successful
INFP,ENFP,INFP_to_ENFP,A_history_to_B,1,0,1,failed
INFP,ENFP,INFP_to_ENFP,A_summary_to_B,0,1,1,successful
INFP,ENTJ,INFP_to_ENTJ,A_history_to_B,1,0,1,failed
INFP,ENTJ,INFP_to_ENTJ,A_summary_to_B,0,1,1,successful
INFP,ENTP,INFP_to_ENTP,A_history_to_B,1,0,1,failed
INFP,ENTP,INFP_to_ENTP,A_summary_to_B,0,1,1,successful
INFP,ESFJ,INFP_to_ESFJ,A_history_to_B,1,0,1,failed
INFP,ESFJ,INFP_to_ESFJ,A_summary_to_B,0,1,1,successful
INFP,ESFP,INFP_to_ESFP,A_history_to_B,1,0,1,failed
INFP,ESFP,INFP_to_ESFP,A_summary_to_B,1,0,1,failed
INFP,ESTJ,INFP_to_ESTJ,A_history_to_B,1,0,1,failed
INFP,ESTJ,INFP_to_ESTJ,A_summary_to_B,0,1,1,successful
INFP,ESTP,INFP_to_ESTP,A_history_to_B,1,0,1,failed
INFP,ESTP,INFP_to_ESTP,A_summary_to_B,1,0,1,failed
INFP,INFJ,INFP_to_INFJ,A_history_to_B,1,0,1,failed
INFP,INFJ,INFP_to_INFJ,A_summary_to_B,0,1,1,successful
INFP,INTJ,INFP_to_INTJ,A_history_to_B,1,0,1,failed
INFP,INTJ,INFP_to_INTJ,A_summary_to_B,0,1,1,successful
INFP,INTP,INFP_to_INTP,A_history_to_B,1,0,1,failed
INFP,INTP,INFP_to_INTP,A_summary_to_B,0,1,1,successful
INFP,ISFJ,INFP_to_ISFJ,A_history_to_B,1,0,1,failed
INFP,ISFJ,INFP_to_ISFJ,A_summary_to_B,0,1,1,successful
INFP,ISFP,INFP_to_ISFP,A_history_to_B,1,0,1,failed
INFP,ISFP,INFP_to_ISFP,A_summary_to_B,1,0,1,failed
INFP,ISTJ,INFP_to_ISTJ,A_history_to_B,1,0,1,failed
INFP,ISTJ,INFP_to_ISTJ,A_summary_to_B,0,1,1,successful
INFP,ISTP,INFP_to_ISTP,A_history_to_B,1,0,1,failed
INFP,ISTP,INFP_to_ISTP,A_summary_to_B,0,1,1,successful
INTJ,ENFJ,INTJ_to_ENFJ,A_history_to_B,1,0,1,failed
INTJ,ENFJ,INTJ_to_ENFJ,A_summary_to_B,0,1,1,successful
INTJ,ENFP,INTJ_to_ENFP,A_history_to_B,1,0,1,failed
INTJ,ENFP,INTJ_to_ENFP,A_summary_to_B,0,1,1,successful
INTJ,ENTJ,INTJ_to_ENTJ,A_history_to_B,1,0,1,failed
INTJ,ENTJ,INTJ_to_ENTJ,A_summary_to_B,0,1,1,successful
INTJ,ENTP,INTJ_to_ENTP,A_history_to_B,1,0,1,failed
INTJ,ENTP,INTJ_to_ENTP,A_summary_to_B,0,1,1,successful
INTJ,ESFJ,INTJ_to_ESFJ,A_history_to_B,1,0,1,failed
INTJ,ESFJ,INTJ_to_ESFJ,A_summary_to_B,0,1,1,successful
INTJ,ESFP,INTJ_to_ESFP,A_history_to_B,1,0,1,failed
INTJ,ESFP,INTJ_to_ESFP,A_summary_to_B,1,0,1,failed
INTJ,ESTJ,INTJ_to_ESTJ,A_history_to_B,1,0,1,failed
INTJ,ESTJ,INTJ_to_ESTJ,A_summary_to_B,0,1,1,successful
INTJ,ESTP,INTJ_to_ESTP,A_history_to_B,1,0,1,failed
INTJ,ESTP,INTJ_to_ESTP,A_summary_to_B,0,1,1,successful
INTJ,INFJ,INTJ_to_INFJ,A_history_to_B,1,0,1,failed
INTJ,INFJ,INTJ_to_INFJ,A_summary_to_B,0,1,1,successful
INTJ,INFP,INTJ_to_INFP,A_history_to_B,1,0,1,failed
INTJ,INFP,INTJ_to_INFP,A_summary_to_B,0,1,1,successful
INTJ,INTP,INTJ_to_INTP,A_history_to_B,1,0,1,failed
INTJ,INTP,INTJ_to_INTP,A_summary_to_B,1,0,1,failed
INTJ,ISFJ,INTJ_to_ISFJ,A_history_to_B,1,0,1,failed
INTJ,ISFJ,INTJ_to_ISFJ,A_summary_to_B,0,1,1,successful
INTJ,ISFP,INTJ_to_ISFP,A_history_to_B,1,0,1,failed
INTJ,ISFP,INTJ_to_ISFP,A_summary_to_B,1,0,1,failed
INTJ,ISTJ,INTJ_to_ISTJ,A_history_to_B,0,1,1,successful
INTJ,ISTJ,INTJ_to_ISTJ,A_summary_to_B,0,1,1,successful
INTJ,ISTP,INTJ_to_ISTP,A_history_to_B,1,0,1,failed
INTJ,ISTP,INTJ_to_ISTP,A_summary_to_B,0,1,1,successful
INTP,ENFJ,INTP_to_ENFJ,A_history_to_B,0,1,1,successful
INTP,ENFJ,INTP_to_ENFJ,A_summary_to_B,0,1,1,successful
INTP,ENFP,INTP_to_ENFP,A_history_to_B,0,1,1,successful
INTP,ENFP,INTP_to_ENFP,A_summary_to_B,0,1,1,successful
INTP,ENTJ,INTP_to_ENTJ,A_history_to_B,0,1,1,successful
INTP,ENTJ,INTP_to_ENTJ,A_summary_to_B,0,1,1,successful
INTP,ENTP,INTP_to_ENTP,A_history_to_B,0,1,1,successful
INTP,ENTP,INTP_to_ENTP,A_summary_to_B,0,1,1,successful
INTP,ESFJ,INTP_to_ESFJ,A_history_to_B,1,0,1,failed
INTP,ESFJ,INTP_to_ESFJ,A_summary_to_B,0,1,1,successful
INTP,ESFP,INTP_to_ESFP,A_history_to_B,1,0,1,failed
INTP,ESFP,INTP_to_ESFP,A_summary_to_B,1,0,1,failed
INTP,ESTJ,INTP_to_ESTJ,A_history_to_B,0,1,1,successful
INTP,ESTJ,INTP_to_ESTJ,A_summary_to_B,0,1,1,successful
INTP,ESTP,INTP_to_ESTP,A_history_to_B,1,0,1,failed
INTP,ESTP,INTP_to_ESTP,A_summary_to_B,0,1,1,successful
INTP,INFJ,INTP_to_INFJ,A_history_to_B,0,1,1,successful
INTP,INFJ,INTP_to_INFJ,A_summary_to_B,0,1,1,successful
INTP,INFP,INTP_to_INFP,A_history_to_B,1,0,1,failed
INTP,INFP,INTP_to_INFP,A_summary_to_B,0,1,1,successful
INTP,INTJ,INTP_to_INTJ,A_history_to_B,0,1,1,successful
INTP,INTJ,INTP_to_INTJ,A_summary_to_B,0,1,1,successful
INTP,ISFJ,INTP_to_ISFJ,A_history_to_B,1,0,1,failed
INTP,ISFJ,INTP_to_ISFJ,A_summary_to_B,0,1,1,successful
INTP,ISFP,INTP_to_ISFP,A_history_to_B,1,0,1,failed
INTP,ISFP,INTP_to_ISFP,A_summary_to_B,1,0,1,failed
INTP,ISTJ,INTP_to_ISTJ,A_history_to_B,0,1,1,successful
INTP,ISTJ,INTP_to_ISTJ,A_summary_to_B,0,1,1,successful
INTP,ISTP,INTP_to_ISTP,A_history_to_B,1,0,1,failed
INTP,ISTP,INTP_to_ISTP,A_summary_to_B,0,1,1,successful
ISFJ,ENFJ,ISFJ_to_ENFJ,A_history_to_B,1,0,1,failed
ISFJ,ENFJ,ISFJ_to_ENFJ,A_summary_to_B,0,1,1,successful
ISFJ,ENFP,ISFJ_to_ENFP,A_history_to_B,1,0,1,failed
ISFJ,ENFP,ISFJ_to_ENFP,A_summary_to_B,1,0,1,failed
ISFJ,ENTJ,ISFJ_to_ENTJ,A_history_to_B,1,0,1,failed
ISFJ,ENTJ,ISFJ_to_ENTJ,A_summary_to_B,0,1,1,successful
ISFJ,ENTP,ISFJ_to_ENTP,A_history_to_B,1,0,1,failed
ISFJ,ENTP,ISFJ_to_ENTP,A_summary_to_B,1,0,1,failed
ISFJ,ESFJ,ISFJ_to_ESFJ,A_history_to_B,1,0,1,failed
ISFJ,ESFJ,ISFJ_to_ESFJ,A_summary_to_B,0,1,1,successful
ISFJ,ESFP,ISFJ_to_ESFP,A_history_to_B,1,0,1,failed
ISFJ,ESFP,ISFJ_to_ESFP,A_summary_to_B,1,0,1,failed
ISFJ,ESTJ,ISFJ_to_ESTJ,A_history_to_B,1,0,1,failed
ISFJ,ESTJ,ISFJ_to_ESTJ,A_summary_to_B,0,1,1,successful
ISFJ,ESTP,ISFJ_to_ESTP,A_history_to_B,1,0,1,failed
ISFJ,ESTP,ISFJ_to_ESTP,A_summary_to_B,0,1,1,successful
ISFJ,INFJ,ISFJ_to_INFJ,A_history_to_B,1,0,1,failed
ISFJ,INFJ,ISFJ_to_INFJ,A_summary_to_B,0,1,1,successful
ISFJ,INFP,ISFJ_to_INFP,A_history_to_B,1,0,1,failed
ISFJ,INFP,ISFJ_to_INFP,A_summary_to_B,1,0,1,failed
ISFJ,INTJ,ISFJ_to_INTJ,A_history_to_B,1,0,1,failed
ISFJ,INTJ,ISFJ_to_INTJ,A_summary_to_B,0,1,1,successful
ISFJ,INTP,ISFJ_to_INTP,A_history_to_B,1,0,1,failed
ISFJ,INTP,ISFJ_to_INTP,A_summary_to_B,1,0,1,failed
ISFJ,ISFP,ISFJ_to_ISFP,A_history_to_B,1,0,1,failed
ISFJ,ISFP,ISFJ_to_ISFP,A_summary_to_B,1,0,1,failed
ISFJ,ISTJ,ISFJ_to_ISTJ,A_history_to_B,1,0,1,failed
ISFJ,ISTJ,ISFJ_to_ISTJ,A_summary_to_B,0,1,1,successful
ISFJ,ISTP,ISFJ_to_ISTP,A_history_to_B,1,0,1,failed
ISFJ,ISTP,ISFJ_to_ISTP,A_summary_to_B,1,0,1,failed
ISFP,ENFJ,ISFP_to_ENFJ,A_history_to_B,1,0,1,failed
ISFP,ENFJ,ISFP_to_ENFJ,A_summary_to_B,0,1,1,successful
ISFP,ENFP,ISFP_to_ENFP,A_history_to_B,0,1,1,successful
ISFP,ENFP,ISFP_to_ENFP,A_summary_to_B,0,1,1,successful
ISFP,ENTJ,ISFP_to_ENTJ,A_history_to_B,0,1,1,successful
ISFP,ENTJ,ISFP_to_ENTJ,A_summary_to_B,0,1,1,successful
ISFP,ENTP,ISFP_to_ENTP,A_history_to_B,0,1,1,successful
ISFP,ENTP,ISFP_to_ENTP,A_summary_to_B,0,1,1,successful
ISFP,ESFJ,ISFP_to_ESFJ,A_history_to_B,0,1,1,successful
ISFP,ESFJ,ISFP_to_ESFJ,A_summary_to_B,0,1,1,successful
ISFP,ESFP,ISFP_to_ESFP,A_history_to_B,1,0,1,failed
ISFP,ESFP,ISFP_to_ESFP,A_summary_to_B,1,0,1,failed
ISFP,ESTJ,ISFP_to_ESTJ,A_history_to_B,0,1,1,successful
ISFP,ESTJ,ISFP_to_ESTJ,A_summary_to_B,0,1,1,successful
ISFP,ESTP,ISFP_to_ESTP,A_history_to_B,1,0,1,failed
ISFP,ESTP,ISFP_to_ESTP,A_summary_to_B,0,1,1,successful
ISFP,INFJ,ISFP_to_INFJ,A_history_to_B,0,1,1,successful
ISFP,INFJ,ISFP_to_INFJ,A_summary_to_B,0,1,1,successful
ISFP,INFP,ISFP_to_INFP,A_history_to_B,0,1,1,successful
ISFP,INFP,ISFP_to_INFP,A_summary_to_B,0,1,1,successful
ISFP,INTJ,ISFP_to_INTJ,A_history_to_B,0,1,1,successful
ISFP,INTJ,ISFP_to_INTJ,A_summary_to_B,0,1,1,successful
ISFP,INTP,ISFP_to_INTP,A_history_to_B,0,1,1,successful
ISFP,INTP,ISFP_to_INTP,A_summary_to_B,1,0,1,failed
ISFP,ISFJ,ISFP_to_ISFJ,A_history_to_B,0,1,1,successful
ISFP,ISFJ,ISFP_to_ISFJ,A_summary_to_B,0,1,1,successful
ISFP,ISTJ,ISFP_to_ISTJ,A_history_to_B,0,1,1,successful
ISFP,ISTJ,ISFP_to_ISTJ,A_summary_to_B,0,1,1,successful
ISFP,ISTP,ISFP_to_ISTP,A_history_to_B,0,1,1,successful
ISFP,ISTP,ISFP_to_ISTP,A_summary_to_B,1,0,1,failed
ISTJ,ENFJ,ISTJ_to_ENFJ,A_history_to_B,1,0,1,failed
ISTJ,ENFJ,ISTJ_to_ENFJ,A_summary_to_B,0,1,1,successful
ISTJ,ENFP,ISTJ_to_ENFP,A_history_to_B,1,0,1,failed
ISTJ,ENFP,ISTJ_to_ENFP,A_summary_to_B,1,0,1,failed
ISTJ,ENTJ,ISTJ_to_ENTJ,A_history_to_B,1,0,1,failed
ISTJ,ENTJ,ISTJ_to_ENTJ,A_summary_to_B,1,0,1,failed
ISTJ,ENTP,ISTJ_to_ENTP,A_history_to_B,1,0,1,failed
ISTJ,ENTP,ISTJ_to_ENTP,A_summary_to_B,1,0,1,failed
ISTJ,ESFJ,ISTJ_to_ESFJ,A_history_to_B,1,0,1,failed
ISTJ,ESFJ,ISTJ_to_ESFJ,A_summary_to_B,0,1,1,successful
ISTJ,ESFP,ISTJ_to_ESFP,A_history_to_B,1,0,1,failed
ISTJ,ESFP,ISTJ_to_ESFP,A_summary_to_B,1,0,1,failed
ISTJ,ESTJ,ISTJ_to_ESTJ,A_history_to_B,1,0,1,failed
ISTJ,ESTJ,ISTJ_to_ESTJ,A_summary_to_B,0,1,1,successful
ISTJ,ESTP,ISTJ_to_ESTP,A_history_to_B,1,0,1,failed
ISTJ,ESTP,ISTJ_to_ESTP,A_summary_to_B,1,0,1,failed
ISTJ,INFJ,ISTJ_to_INFJ,A_history_to_B,1,0,1,failed
ISTJ,INFJ,ISTJ_to_INFJ,A_summary_to_B,0,1,1,successful
ISTJ,INFP,ISTJ_to_INFP,A_history_to_B,1,0,1,failed
ISTJ,INFP,ISTJ_to_INFP,A_summary_to_B,1,0,1,failed
ISTJ,INTJ,ISTJ_to_INTJ,A_history_to_B,1,0,1,failed
ISTJ,INTJ,ISTJ_to_INTJ,A_summary_to_B,1,0,1,failed
ISTJ,INTP,ISTJ_to_INTP,A_history_to_B,1,0,1,failed
ISTJ,INTP,ISTJ_to_INTP,A_summary_to_B,1,0,1,failed
ISTJ,ISFJ,ISTJ_to_ISFJ,A_history_to_B,1,0,1,failed
ISTJ,ISFJ,ISTJ_to_ISFJ,A_summary_to_B,0,1,1,successful
ISTJ,ISFP,ISTJ_to_ISFP,A_history_to_B,1,0,1,failed
ISTJ,ISFP,ISTJ_to_ISFP,A_summary_to_B,1,0,1,failed
ISTJ,ISTP,ISTJ_to_ISTP,A_history_to_B,1,0,1,failed
ISTJ,ISTP,ISTJ_to_ISTP,A_summary_to_B,1,0,1,failed
ISTP,ENFJ,ISTP_to_ENFJ,A_history_to_B,0,1,1,successful
ISTP,ENFJ,ISTP_to_ENFJ,A_summary_to_B,0,1,1,successful
ISTP,ENFP,ISTP_to_ENFP,A_history_to_B,0,1,1,successful
ISTP,ENFP,ISTP_to_ENFP,A_summary_to_B,0,1,1,successful
ISTP,ENTJ,ISTP_to_ENTJ,A_history_to_B,1,0,1,failed
ISTP,ENTJ,ISTP_to_ENTJ,A_summary_to_B,0,1,1,successful
ISTP,ENTP,ISTP_to_ENTP,A_history_to_B,0,1,1,successful
ISTP,ENTP,ISTP_to_ENTP,A_summary_to_B,0,1,1,successful
ISTP,ESFJ,ISTP_to_ESFJ,A_history_to_B,0,1,1,successful
ISTP,ESFJ,ISTP_to_ESFJ,A_summary_to_B,0,1,1,successful
ISTP,ESFP,ISTP_to_ESFP,A_history_to_B,1,0,1,failed
ISTP,ESFP,ISTP_to_ESFP,A_summary_to_B,1,0,1,failed
ISTP,ESTJ,ISTP_to_ESTJ,A_history_to_B,0,1,1,successful
ISTP,ESTJ,ISTP_to_ESTJ,A_summary_to_B,0,1,1,successful
ISTP,ESTP,ISTP_to_ESTP,A_history_to_B,0,1,1,successful
ISTP,ESTP,ISTP_to_ESTP,A_summary_to_B,0,1,1,successful
ISTP,INFJ,ISTP_to_INFJ,A_history_to_B,0,1,1,successful
ISTP,INFJ,ISTP_to_INFJ,A_summary_to_B,0,1,1,successful
ISTP,INFP,ISTP_to_INFP,A_history_to_B,0,1,1,successful
ISTP,INFP,ISTP_to_INFP,A_summary_to_B,0,1,1,successful
ISTP,INTJ,ISTP_to_INTJ,A_history_to_B,0,1,1,successful
ISTP,INTJ,ISTP_to_INTJ,A_summary_to_B,0,1,1,successful
ISTP,INTP,ISTP_to_INTP,A_history_to_B,1,0,1,failed
ISTP,INTP,ISTP_to_INTP,A_summary_to_B,1,0,1,failed
ISTP,ISFJ,ISTP_to_ISFJ,A_history_to_B,0,1,1,successful
ISTP,ISFJ,ISTP_to_ISFJ,A_summary_to_B,0,1,1,successful
ISTP,ISFP,ISTP_to_ISFP,A_history_to_B,0,1,1,successful
ISTP,ISFP,ISTP_to_ISFP,A_summary_to_B,1,0,1,failed
ISTP,ISTJ,ISTP_to_ISTJ,A_history_to_B,0,1,1,successful
ISTP,ISTJ,ISTP_to_ISTJ,A_summary_to_B,0,1,1,successful
