persona_a,persona_b,pair_id,task_type,retain_mechanism,default_switch_condition,default_matched_control_condition,strong_switch_condition,strong_matched_control_condition,primary_gap_metric_name,default_primary_gap_abs,strong_primary_gap_abs,primary_gap_change,default_scs,strong_scs,scs_change,default_rai,strong_rai,rai_change,improved_distance_to_matched_b_control,improved_primary_gap,reduced_a_influence,rq2_improved
INTJ,ENFJ,INTJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.5449,0.4658,-0.0791,-0.1046,-0.0608,0.0438,False,False,False,False
INTJ,ENFJ,INTJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0,-0.0334,0.4663,0.4703,0.004,-0.0683,-0.1551,-0.0868,True,False,True,True
INTJ,ISFJ,INTJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.6022,0.6022,0.0,0.3011,0.1075,-0.1936,False,True,True,True
INTJ,ISFJ,INTJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8925,0.914,0.0215,-0.3011,-0.4946,-0.1935,True,False,True,True
INTJ,ISFJ,INTJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0802,0.0728,-0.0074,0.1,0.3667,0.2667,0.0514,-0.0162,-0.0676,True,True,True,True
INTJ,ISFJ,INTJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0052,0.0188,0.0136,0.2,0.4,0.2,-0.067,-0.0734,-0.0064,True,False,True,True
INTJ,ISFJ,INTJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.1333,0.0667,0.5485,0.4536,-0.0949,-0.1156,-0.0416,0.074,False,False,False,False
INTJ,ISFJ,INTJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0,-0.0666,0.4644,0.4953,0.0309,-0.0344,-0.1428,-0.1084,True,False,True,True
INTJ,ENTP,INTJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.5054,0.5591,0.0537,0.4194,0.1398,-0.2796,True,False,True,True
INTJ,ENTP,INTJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.9247,-0.0108,-0.3871,-0.5376,-0.1505,False,False,True,False
INTJ,ENTP,INTJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0332,0.0217,-0.0115,0.0333,0.2333,0.2,0.0392,-0.0101,-0.0493,True,True,True,True
INTJ,ENTP,INTJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0055,0.0216,0.0161,0.4,0.3,-0.1,-0.0828,-0.052,0.0308,False,False,False,False
INTJ,ENTP,INTJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4864,0.4748,-0.0116,-0.0372,-0.0308,0.0064,True,False,False,False
INTJ,ENTP,INTJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4458,0.4509,0.0051,-0.0325,-0.1198,-0.0873,False,False,True,True
INTJ,ISTP,INTJ_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.7957,0.8172,0.0215,0.1075,-0.1613,-0.2688,True,True,True,True
INTJ,ISTP,INTJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.8602,0.0215,-0.1505,-0.4301,-0.2796,True,False,True,True
INTJ,ISTP,INTJ_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0371,0.0623,0.0252,0.2667,0.1333,-0.1334,0.0212,0.028,0.0068,False,False,False,False
INTJ,ISTP,INTJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0306,0.0026,-0.028,0.3,0.2667,-0.0333,-0.0244,-0.0201,0.0043,False,True,False,False
INTJ,ISTP,INTJ_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0,-0.0334,0.5275,0.4782,-0.0493,-0.0687,-0.0255,0.0432,True,False,False,False
INTJ,ISTP,INTJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.5085,0.4682,-0.0403,-0.063,-0.1064,-0.0434,False,False,True,False
INTJ,ENFP,INTJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.2258,0.2473,0.0215,0.6774,0.4516,-0.2258,True,False,True,True
INTJ,ENFP,INTJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9247,0.0107,-0.5591,-0.6559,-0.0968,True,False,True,True
INTJ,ENFP,INTJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0112,0.0068,-0.0044,0.0333,0.2667,0.2334,0.0568,-0.0584,-0.1152,True,True,True,True
INTJ,ENFP,INTJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0381,0.0304,-0.0077,0.4333,0.5,0.0667,-0.1172,-0.1181,-0.0009,True,True,True,True
INTJ,ENFP,INTJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0,-0.0334,0.482,0.452,-0.03,-0.0164,-0.0177,-0.0013,True,False,True,True
INTJ,ENFP,INTJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0334,-0.0332,0.4195,0.5076,0.0881,-0.0455,-0.1974,-0.1519,True,False,True,True
INTJ,INFP,INTJ_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4624,0.4731,0.0107,0.4731,0.2366,-0.2365,True,False,True,True
INTJ,INFP,INTJ_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.8817,-0.0215,-0.3656,-0.5484,-0.1828,False,False,True,False
INTJ,INFP,INTJ_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0635,0.0246,-0.0389,0.0667,0.1,0.0333,0.0706,0.0324,-0.0382,True,True,True,True
INTJ,INFP,INTJ_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0168,0.0235,0.0067,0.4667,0.3,-0.1667,-0.0546,-0.0855,-0.0309,False,False,True,False
INTJ,INFP,INTJ_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4617,0.4409,-0.0208,-0.0103,-0.0336,-0.0233,False,False,True,False
INTJ,INFP,INTJ_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0333,-0.0334,0.4676,0.4664,-0.0012,-0.0787,-0.1358,-0.0571,True,False,True,True
INTJ,ESFJ,INTJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.3978,0.3656,-0.0322,0.5269,0.3441,-0.1828,False,False,True,False
INTJ,ESFJ,INTJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8817,0.8602,-0.0215,-0.4516,-0.5161,-0.0645,False,False,True,False
INTJ,ESFJ,INTJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0537,0.035,-0.0187,0.0333,0.3333,0.3,0.0655,-0.0191,-0.0846,True,True,True,True
INTJ,ESFJ,INTJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0116,0.0074,-0.0042,0.2667,0.5,0.2333,-0.0518,-0.0924,-0.0406,True,True,True,True
INTJ,ESFJ,INTJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.4283,0.4592,0.0309,0.0312,-0.0145,-0.0457,True,False,True,True
INTJ,ESFJ,INTJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0334,0.0001,0.4581,0.4608,0.0027,-0.0866,-0.1432,-0.0566,False,False,True,True
INTJ,ESTJ,INTJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7204,0.7204,0.0,0.172,-0.043,-0.215,False,False,True,False
INTJ,ESTJ,INTJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.9355,0.0108,-0.2581,-0.4409,-0.1828,True,False,True,True
INTJ,ESTJ,INTJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0427,0.0441,0.0014,0.1667,0.2667,0.1,0.0194,0.0076,-0.0118,True,False,True,True
INTJ,ESTJ,INTJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0199,0.0059,-0.014,0.4333,0.3,-0.1333,-0.0372,-0.0304,0.0068,False,True,False,False
INTJ,ESTJ,INTJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0334,-0.0333,0.5086,0.5156,0.007,-0.0544,-0.0574,-0.003,True,False,True,True
INTJ,ESTJ,INTJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4995,0.5,0.0005,-0.0153,-0.0566,-0.0413,True,False,True,True
INFJ,INFP,INFJ_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.0,-0.25,0.8817,0.914,0.0323,0.0108,-0.1075,-0.1183,True,True,True,True
INFJ,INFP,INFJ_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.9355,0.0,-0.0968,-0.1183,-0.0215,False,False,True,False
INFJ,INFP,INFJ_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0437,0.0236,-0.0201,0.4,0.3667,-0.0333,-0.0463,-0.0385,0.0078,False,True,False,False
INFJ,INFP,INFJ_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0164,0.0255,0.0091,0.3,0.5,0.2,-0.0372,-0.0287,0.0085,True,False,False,False
INFJ,INFP,INFJ_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0666,0.0332,0.4691,0.5102,0.0411,0.0127,-0.0503,-0.063,False,False,True,True
INFJ,INFP,INFJ_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0333,-0.0333,0.492,0.4643,-0.0277,-0.0442,-0.0763,-0.0321,True,False,True,True
ENFJ,INTJ,ENFJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4624,0.4086,-0.0538,0.4301,0.4731,0.043,False,False,False,False
ENFJ,INTJ,ENFJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8065,0.8495,0.043,-0.2688,-0.4086,-0.1398,True,False,True,True
ENFJ,INTJ,ENFJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0625,0.0572,-0.0053,0.0667,0.1333,0.0666,0.0089,0.029,0.0201,True,True,False,True
ENFJ,INTJ,ENFJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0109,0.0154,0.0045,0.4667,0.5667,0.1,-0.0714,-0.0822,-0.0108,True,False,True,True
ENFJ,INTJ,ENFJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0,-0.0334,0.5074,0.0,-0.5074,-0.058,0.0,0.058,True,False,False,False
ENFJ,INTJ,ENFJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.488,0.0,-0.488,-0.0548,0.0,0.0548,False,False,False,False
ENFJ,INFJ,ENFJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7527,0.7419,-0.0108,0.086,0.1183,0.0323,False,False,False,False
ENFJ,INFJ,ENFJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8925,0.9462,0.0537,-0.1828,-0.2688,-0.086,True,False,True,True
ENFJ,INFJ,ENFJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0051,0.0115,0.0064,0.1667,0.3667,0.2,0.0185,0.0138,-0.0047,True,False,True,True
ENFJ,INFJ,ENFJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0154,0.0146,-0.0008,0.4667,0.2,-0.2667,-0.038,-0.025,0.013,False,True,False,False
ENFJ,INFJ,ENFJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.5368,0.0,-0.5368,-0.0892,0.0,0.0892,False,False,False,False
ENFJ,INFJ,ENFJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.1334,0.1334,0.4602,0.0,-0.4602,-0.0334,0.0,0.0334,False,False,False,False
ENFJ,ISFJ,ENFJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6559,0.6022,-0.0537,0.2043,0.2258,0.0215,False,False,False,False
ENFJ,ISFJ,ENFJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.871,0.914,0.043,-0.3118,-0.3226,-0.0108,True,False,True,True
ENFJ,ISFJ,ENFJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.036,0.0291,-0.0069,0.0333,0.3333,0.3,0.0328,-0.0524,-0.0852,True,True,True,True
ENFJ,ISFJ,ENFJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0006,0.03,0.0294,0.4,0.3667,-0.0333,-0.0546,-0.0593,-0.0047,False,False,True,False
ENFJ,ISFJ,ENFJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.1333,0.0333,0.5386,0.0,-0.5386,-0.0793,0.0,0.0793,False,False,False,False
ENFJ,ISFJ,ENFJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.4771,0.0,-0.4771,-0.0553,0.0,0.0553,False,False,False,False
ENFJ,ENTP,ENFJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6129,0.6022,-0.0107,0.3011,0.1935,-0.1076,False,False,True,False
ENFJ,ENTP,ENFJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.9785,0.0753,-0.2258,-0.3763,-0.1505,True,False,True,True
ENFJ,ENTP,ENFJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.003,0.0275,0.0245,0.2333,0.2667,0.0334,-0.0136,-0.0319,-0.0183,True,False,True,True
ENFJ,ENTP,ENFJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0114,0.0149,0.0035,0.3,0.5333,0.2333,-0.0648,-0.0901,-0.0253,True,False,True,True
ENFJ,ENTP,ENFJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4812,0.0,-0.4812,-0.0308,0.0,0.0308,True,False,False,False
ENFJ,ENTP,ENFJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0333,-0.0334,0.4541,0.0,-0.4541,0.0067,0.0,-0.0067,True,False,True,True
ENFJ,ISTP,ENFJ_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,1.0,1.0,0.0,0.3656,0.3226,-0.043,0.5054,0.5376,0.0322,False,False,False,False
ENFJ,ISTP,ENFJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.9032,0.0645,-0.4409,-0.5054,-0.0645,True,False,True,True
ENFJ,ISTP,ENFJ_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0288,0.0013,-0.0275,0.2667,0.1667,-0.1,-0.0573,0.0052,0.0625,False,True,False,False
ENFJ,ISTP,ENFJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0132,0.0114,-0.0018,0.3333,0.3,-0.0333,-0.0617,-0.0346,0.0271,False,True,False,False
ENFJ,ISTP,ENFJ_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.5466,0.0,-0.5466,-0.0963,0.0,0.0963,False,False,False,False
ENFJ,ISTP,ENFJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.517,0.0,-0.517,-0.0281,0.0,0.0281,True,False,False,False
ENFJ,ENFP,ENFJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.0,-0.25,0.7849,0.871,0.0861,0.1075,-0.0968,-0.2043,True,True,True,True
ENFJ,ENFP,ENFJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.9462,0.043,-0.0538,-0.1935,-0.1397,True,False,True,True
ENFJ,ENFP,ENFJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0479,0.0434,-0.0045,0.2667,0.2667,0.0,-0.0036,-0.0164,-0.0128,False,True,True,True
ENFJ,ENFP,ENFJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0003,0.0247,0.0244,0.2667,0.3667,0.1,-0.0332,-0.0491,-0.0159,True,False,True,True
ENFJ,ENFP,ENFJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0667,0.0,0.5289,0.0,-0.5289,-0.0853,0.0,0.0853,False,False,False,False
ENFJ,ENFP,ENFJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.4351,0.0,-0.4351,-0.0221,0.0,0.0221,False,False,False,False
ENFJ,ISTJ,ENFJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.4301,0.3871,-0.043,0.4194,0.4409,0.0215,False,False,False,False
ENFJ,ISTJ,ENFJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.914,0.0,-0.5914,-0.5914,0.0,False,False,False,False
ENFJ,ISTJ,ENFJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0611,0.0054,-0.0557,0.3333,0.3,-0.0333,-0.0717,-0.0615,0.0102,False,True,False,False
ENFJ,ISTJ,ENFJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.027,0.0248,-0.0022,0.4667,0.3667,-0.1,-0.0736,-0.0749,-0.0013,False,True,True,True
