persona_a,persona_b,pair_id,task_type,retain_mechanism,default_switch_condition,default_matched_control_condition,strong_switch_condition,strong_matched_control_condition,primary_gap_metric_name,default_primary_gap_abs,strong_primary_gap_abs,primary_gap_change,default_scs,strong_scs,scs_change,default_rai,strong_rai,rai_change,improved_distance_to_matched_b_control,improved_primary_gap,reduced_a_influence,rq2_improved
ENTJ,ISTP,ENTJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.5187,0.4582,-0.0605,-0.078,-0.0804,-0.0024,False,False,True,False
ENTJ,ENFP,ENTJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.5,-0.25,0.3871,0.4301,0.043,0.4946,0.4839,-0.0107,True,True,True,True
ENTJ,ENFP,ENTJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.8602,0.0215,-0.2043,-0.2688,-0.0645,True,False,True,True
ENTJ,ENFP,ENTJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0039,0.0114,0.0075,0.0667,0.3667,0.3,0.0157,-0.0579,-0.0736,True,False,True,True
ENTJ,ENFP,ENTJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0155,0.0141,-0.0014,0.4,0.5333,0.1333,-0.0818,-0.0985,-0.0167,True,True,True,True
ENTJ,ENFP,ENTJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4813,0.4825,0.0012,-0.0281,-0.0935,-0.0654,False,False,True,True
ENTJ,ENFP,ENTJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.4199,0.4929,0.073,-0.0463,-0.182,-0.1357,True,False,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.0,-0.25,0.7957,0.8495,0.0538,0.0108,-0.0968,-0.1076,True,True,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9355,-0.0215,-0.3763,-0.3333,0.043,False,False,False,False
ENTJ,ISTJ,ENTJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0808,0.0096,-0.0712,0.1667,0.3667,0.2,0.0129,-0.0216,-0.0345,True,True,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0057,0.0228,0.0171,0.5667,0.3333,-0.2334,-0.0698,-0.05,0.0198,False,False,False,False
ENTJ,ISTJ,ENTJ_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0666,0.0333,0.503,0.5116,0.0086,-0.032,-0.0914,-0.0594,False,False,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0667,0.0667,0.4982,0.4908,-0.0074,-0.0008,-0.0614,-0.0606,False,False,True,False
ENTJ,INFP,ENTJ_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,1.0,0.75,-0.25,0.2366,0.3333,0.0967,0.6559,0.5269,-0.129,True,True,True,True
ENTJ,INFP,ENTJ_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8602,0.871,0.0108,-0.4624,-0.4731,-0.0107,True,False,True,True
ENTJ,INFP,ENTJ_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1085,0.0187,-0.0898,0.0667,0.1667,0.1,0.0732,-0.015,-0.0882,True,True,True,True
ENTJ,INFP,ENTJ_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0182,0.0197,0.0015,0.2667,0.3667,0.1,-0.0668,-0.0862,-0.0194,True,False,True,True
ENTJ,INFP,ENTJ_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.469,0.4709,0.0019,0.0153,-0.056,-0.0713,True,False,True,True
ENTJ,INFP,ENTJ_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.1,0.0666,0.4454,0.4355,-0.0099,-0.0694,-0.0822,-0.0128,False,False,True,False
ENTJ,ESFJ,ENTJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.5591,0.5376,-0.0215,0.3226,0.3441,0.0215,False,False,False,False
ENTJ,ESFJ,ENTJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.8602,0.0215,-0.2043,-0.2473,-0.043,True,False,True,True
ENTJ,ESFJ,ENTJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0949,0.021,-0.0739,0.0,0.4,0.4,0.0799,-0.0571,-0.137,True,True,True,True
ENTJ,ESFJ,ENTJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0052,0.0077,0.0025,0.3667,0.5333,0.1666,-0.0616,-0.066,-0.0044,True,False,True,True
ENTJ,ESFJ,ENTJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.4218,0.4728,0.051,0.0688,-0.0636,-0.1324,True,False,True,True
ENTJ,ESFJ,ENTJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0334,-0.0333,0.469,0.4666,-0.0024,-0.0371,-0.129,-0.0919,True,False,True,True
ENTP,INTJ,ENTP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.6774,0.6667,-0.0107,0.1183,0.1075,-0.0108,False,False,True,False
ENTP,INTJ,ENTP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.7849,0.8172,0.0323,-0.1075,-0.1828,-0.0753,True,False,True,True
ENTP,INTJ,ENTP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1089,0.0474,-0.0615,0.1333,0.2333,0.1,0.0562,0.0042,-0.052,True,True,True,True
ENTP,INTJ,ENTP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0413,0.026,-0.0153,0.3333,0.4667,0.1334,-0.0297,-0.0704,-0.0407,True,True,True,True
ENTP,INTJ,ENTP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0,-0.0334,0.4666,0.4438,-0.0228,-0.0181,-0.0711,-0.053,True,False,True,True
ENTP,INTJ,ENTP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0334,0.0001,0.4805,0.5039,0.0234,-0.037,-0.1517,-0.1147,False,False,True,True
ENTP,INFJ,ENTP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.25,-0.5,0.5376,0.6667,0.1291,0.2903,0.0753,-0.215,True,True,True,True
ENTP,INFJ,ENTP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.8925,0.0538,-0.3011,-0.3118,-0.0107,True,False,True,True
ENTP,INFJ,ENTP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1074,0.0854,-0.022,0.1333,0.1,-0.0333,0.08,0.0241,-0.0559,False,True,True,True
ENTP,INFJ,ENTP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0258,0.0098,-0.016,0.3667,0.3667,0.0,-0.0422,-0.0319,0.0103,False,True,False,False
ENTP,INFJ,ENTP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.5209,0.503,-0.0179,-0.0868,-0.1369,-0.0501,False,False,True,False
ENTP,INFJ,ENTP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.4552,0.4665,0.0113,-0.0223,-0.1133,-0.091,False,False,True,True
ENTP,ENFP,ENTP_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.828,0.8387,0.0107,0.0538,0.0538,0.0,True,False,False,False
ENTP,ENFP,ENTP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9247,0.0107,-0.1075,-0.0968,0.0107,True,False,False,False
ENTP,ENFP,ENTP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0014,0.0223,0.0209,0.3333,0.2333,-0.1,0.0183,0.0272,0.0089,False,False,False,False
ENTP,ENFP,ENTP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0007,0.0089,0.0082,0.3667,0.5333,0.1666,0.0033,-0.0169,-0.0202,True,False,True,True
ENTP,ENFP,ENTP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0334,-0.0333,0.5236,0.4654,-0.0582,-0.0674,-0.1155,-0.0481,True,False,True,True
ENTP,ENFP,ENTP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0,-0.0666,0.4665,0.4614,-0.0051,-0.0374,-0.0701,-0.0327,True,False,True,True
ENTP,ISTJ,ENTP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.4946,0.5914,0.0968,0.2796,0.0753,-0.2043,True,True,True,True
ENTP,ISTJ,ENTP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.914,0.0108,-0.4946,-0.5699,-0.0753,True,False,True,True
ENTP,ISTJ,ENTP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1031,0.0316,-0.0715,0.2667,0.2,-0.0667,0.0008,-0.0205,-0.0213,False,True,True,True
ENTP,ISTJ,ENTP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0168,0.0234,0.0066,0.4,0.3667,-0.0333,-0.0736,-0.0912,-0.0176,False,False,True,False
ENTP,ISTJ,ENTP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.1,0.0333,0.4675,0.4625,-0.005,-0.0383,-0.0937,-0.0554,False,False,True,False
ENTP,ISTJ,ENTP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4745,0.5041,0.0296,-0.0455,-0.1573,-0.1118,False,False,True,True
ENTP,INFP,ENTP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.0,-0.5,0.6667,0.7957,0.129,0.1505,-0.0753,-0.2258,True,True,True,True
ENTP,INFP,ENTP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.828,0.8925,0.0645,-0.2366,-0.3011,-0.0645,True,False,True,True
ENTP,INFP,ENTP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0835,0.051,-0.0325,0.1667,0.2333,0.0666,0.0585,0.0059,-0.0526,True,True,True,True
ENTP,INFP,ENTP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0236,0.0359,0.0123,0.3333,0.3,-0.0333,-0.034,-0.0365,-0.0025,False,False,True,False
ENTP,INFP,ENTP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0333,-0.0001,0.4865,0.5033,0.0168,-0.0541,-0.1356,-0.0815,True,False,True,True
ENTP,INFP,ENTP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0333,-0.0001,0.4709,0.4627,-0.0082,-0.0075,-0.1052,-0.0977,True,False,True,True
ENFP,ISFJ,ENFP_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.7204,0.7097,-0.0107,-0.1075,-0.0968,0.0107,False,True,False,False
ENFP,ISFJ,ENFP_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9462,0.9677,0.0215,-0.6022,-0.5376,0.0646,True,False,False,False
ENFP,ISFJ,ENFP_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0376,0.0395,0.0019,0.2333,0.2667,0.0334,-0.008,-0.0338,-0.0258,True,False,True,True
ENFP,ISFJ,ENFP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0146,0.0093,-0.0053,0.2333,0.3,0.0667,-0.0463,-0.065,-0.0187,True,True,True,True
ENFP,ISFJ,ENFP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.1667,0.0667,0.5655,0.4823,-0.0832,-0.1164,-0.1168,-0.0004,False,False,True,False
ENFP,ISFJ,ENFP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.494,0.4634,-0.0306,-0.0622,-0.0661,-0.0039,False,False,True,False
ENFP,ISTP,ENFP_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.5806,0.6344,0.0538,0.1075,0.0,-0.1075,True,False,True,True
ENFP,ISTP,ENFP_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.8817,-0.0215,-0.5376,-0.4409,0.0967,False,False,False,False
ENFP,ISTP,ENFP_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0153,0.0239,0.0086,0.1333,0.3,0.1667,0.0136,-0.0173,-0.0309,True,False,True,True
ENFP,ISTP,ENFP_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0085,0.0536,0.0451,0.3333,0.3,-0.0333,-0.0136,-0.0273,-0.0137,False,False,True,False
ENFP,ISTP,ENFP_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.5518,0.4505,-0.1013,-0.0794,-0.0779,0.0015,False,False,False,False
ENFP,ISTP,ENFP_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.5076,0.4646,-0.043,-0.0334,-0.1262,-0.0928,False,False,True,False
ENFP,ISTJ,ENFP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.0,-0.5,0.5806,0.7742,0.1936,-0.0645,-0.4194,-0.3549,True,True,True,True
ENFP,ISTJ,ENFP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9462,0.9247,-0.0215,-0.7957,-0.7419,0.0538,False,False,False,False
ENFP,ISTJ,ENFP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.054,0.0127,-0.0413,0.1333,0.4333,0.3,-0.0304,-0.0629,-0.0325,True,True,True,True
ENFP,ISTJ,ENFP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.001,0.0074,0.0064,0.3667,0.3333,-0.0334,-0.087,-0.0968,-0.0098,False,False,True,False
ENFP,ISTJ,ENFP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.5022,0.4844,-0.0178,-0.0596,-0.1453,-0.0857,False,False,True,False
ENFP,ISTJ,ENFP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4705,0.5018,0.0313,-0.0191,-0.1754,-0.1563,False,False,True,True
ENFP,INFP,ENFP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.0,-0.25,0.8495,0.9247,0.0752,0.0,-0.2043,-0.2043,True,True,True,True
ENFP,INFP,ENFP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9247,0.0107,-0.172,-0.2151,-0.0431,True,False,True,True
ENFP,INFP,ENFP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0298,0.0317,0.0019,0.4667,0.2667,-0.2,-0.0057,-0.0034,0.0023,False,False,False,False
ENFP,INFP,ENFP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.016,0.04,0.024,0.3333,0.3,-0.0333,-0.0087,-0.0077,0.001,False,False,False,False
ENFP,INFP,ENFP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0334,-0.0333,0.4821,0.5001,0.018,-0.0382,-0.1366,-0.0984,True,False,True,True
ENFP,INFP,ENFP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.1,0.0333,0.4965,0.4517,-0.0448,-0.0287,-0.0398,-0.0111,False,False,True,False
ENFP,ESFJ,ENFP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7634,0.7849,0.0215,0.0108,0.0,-0.0108,True,False,True,True
ENFP,ESFJ,ENFP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.914,-0.0215,-0.3226,-0.2473,0.0753,False,False,False,False
ENFP,ESFJ,ENFP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0683,0.0702,0.0019,0.2333,0.3667,0.1334,0.0268,0.0317,0.0049,True,False,False,False
ENFP,ESFJ,ENFP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0105,0.0208,0.0103,0.3,0.4667,0.1667,-0.0164,-0.016,0.0004,True,False,False,False
ENFP,ESFJ,ENFP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0,-0.0666,0.4235,0.4861,0.0626,0.0361,-0.081,-0.1171,True,False,True,True
ENFP,ESFJ,ENFP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4868,0.5011,0.0143,-0.0816,-0.0783,0.0033,False,False,False,False
ENFP,ESTJ,ENFP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6022,0.6452,0.043,0.043,0.0,-0.043,True,False,True,True
ENFP,ESTJ,ENFP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9462,-0.0108,-0.6452,-0.6559,-0.0107,False,False,True,False
ENFP,ESTJ,ENFP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0495,0.0274,-0.0221,0.1667,0.4,0.2333,-0.0147,-0.0387,-0.024,True,True,True,True
ENFP,ESTJ,ENFP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0073,0.0049,-0.0024,0.3333,0.3667,0.0334,-0.0786,-0.0934,-0.0148,True,True,True,True
ENFP,ESTJ,ENFP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4649,0.5016,0.0367,-0.0071,-0.1437,-0.1366,True,False,True,True
ENFP,ESTJ,ENFP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.5028,0.484,-0.0188,-0.0658,-0.1253,-0.0595,True,False,True,True
