persona_a,persona_b,pair_id,task_type,retain_mechanism,simple_condition,simple_matched_control_condition,reinforced_condition,reinforced_matched_control_condition,reinforcement_repeats,primary_gap_metric_name,simple_primary_gap_abs,reinforced_primary_gap_abs,primary_gap_change,simple_scs,reinforced_scs,scs_change,simple_rai,reinforced_rai,rai_change,weakened_distance_to_matched_b_control,weakened_primary_gap,increased_a_influence,rq3_weakened
ESFJ,ISFJ,ESFJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.9247,0.0,-0.1935,-0.1935,0.0,False,False,False,False
ESFJ,ISFJ,ESFJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0254,0.0357,0.0103,0.1333,0.3333,0.2,0.0097,-0.0119,-0.0216,False,True,False,False
ESFJ,ISFJ,ESFJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0109,0.0142,0.0033,0.3,0.2667,-0.0333,-0.0322,-0.029,0.0032,True,True,True,True
ESFJ,ISFJ,ESFJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.5365,0.5374,0.0009,-0.0997,-0.0992,0.0005,False,False,True,False
ESFJ,ISFJ,ESFJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4926,0.4417,-0.0509,-0.0375,-0.0094,0.0281,False,False,True,True
ESFJ,ENTP,ESFJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.5,-0.25,0.4194,0.4839,0.0645,0.5054,0.3441,-0.1613,False,False,False,False
ESFJ,ENTP,ESFJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.9247,-0.0108,-0.4731,-0.4624,0.0107,True,False,True,True
ESFJ,ENTP,ESFJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.024,0.0354,0.0114,0.0333,0.1,0.0667,0.0121,0.0428,0.0307,False,True,True,True
ESFJ,ENTP,ESFJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0044,0.0068,0.0024,0.4,0.3667,-0.0333,-0.092,-0.0838,0.0082,True,True,True,True
ESFJ,ENTP,ESFJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4776,0.4724,-0.0052,-0.0142,-0.0512,-0.037,False,False,False,False
ESFJ,ENTP,ESFJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4729,0.4213,-0.0516,-0.04,-0.0218,0.0182,False,False,True,True
ESFJ,ISTP,ESFJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.9247,0.0215,-0.5161,-0.4839,0.0322,False,False,True,False
ESFJ,ISTP,ESFJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0341,0.0551,0.021,0.3333,0.1667,-0.1666,-0.0511,-0.0246,0.0265,True,True,True,True
ESFJ,ISTP,ESFJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.508,0.4813,-0.0267,-0.0902,-0.0851,0.0051,False,False,True,True
ESFJ,ENFP,ESFJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.6129,0.7419,0.129,0.2688,0.0645,-0.2043,False,False,False,False
ESFJ,ENFP,ESFJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9677,0.0537,-0.2796,-0.3548,-0.0752,False,False,False,False
ESFJ,ENFP,ESFJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0024,0.0082,0.0058,0.2,0.1667,-0.0333,0.0223,-0.0018,-0.0241,True,True,False,True
ESFJ,ENFP,ESFJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0003,0.015,0.0147,0.3667,0.4333,0.0666,-0.0565,-0.0573,-0.0008,False,True,False,False
ESFJ,ENFP,ESFJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.5393,0.5525,0.0132,-0.0564,-0.0801,-0.0237,False,False,False,False
ESFJ,ENFP,ESFJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0666,0.0333,0.4661,0.4553,-0.0108,-0.0475,-0.0326,0.0149,True,False,True,True
ESFJ,ISTJ,ESFJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.6237,0.7097,0.086,0.2151,0.0215,-0.1936,False,False,False,False
ESFJ,ISTJ,ESFJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9462,-0.0108,-0.4516,-0.4624,-0.0108,True,False,False,False
ESFJ,ISTJ,ESFJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1149,0.0693,-0.0456,0.1,0.1333,0.0333,0.0483,0.0385,-0.0098,False,False,False,False
ESFJ,ISTJ,ESFJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0089,0.0006,-0.0083,0.2667,0.2,-0.0667,-0.0664,-0.0656,0.0008,True,False,True,True
ESFJ,ISTJ,ESFJ_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4847,0.4783,-0.0064,-0.0411,-0.0509,-0.0098,True,False,False,True
ESFJ,ISTJ,ESFJ_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4784,0.4483,-0.0301,-0.0456,-0.0658,-0.0202,False,False,False,False
ESFJ,INFP,ESFJ_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.5,-0.25,0.5054,0.6129,0.1075,0.3871,0.1828,-0.2043,False,False,False,False
ESFJ,INFP,ESFJ_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8817,0.9462,0.0645,-0.3871,-0.4624,-0.0753,False,False,False,False
ESFJ,INFP,ESFJ_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.052,0.0776,0.0256,0.0667,0.1,0.0333,0.0543,0.018,-0.0363,False,True,False,False
ESFJ,INFP,ESFJ_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0278,0.0059,-0.0219,0.3,0.1333,-0.1667,-0.0563,-0.0577,-0.0014,True,False,False,False
ESFJ,INFP,ESFJ_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0333,-0.0001,0.4875,0.5118,0.0243,-0.0181,-0.0767,-0.0586,False,False,False,False
ESFJ,INFP,ESFJ_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4857,0.4669,-0.0188,-0.0544,-0.0393,0.0151,False,False,True,True
ESFJ,ESTJ,ESFJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.5914,0.7204,0.129,0.3656,0.1613,-0.2043,False,False,False,False
ESFJ,ESTJ,ESFJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9785,0.9355,-0.043,-0.3656,-0.3226,0.043,True,False,True,True
ESFJ,ESTJ,ESFJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0557,0.0478,-0.0079,0.0667,0.1333,0.0666,0.0293,0.0127,-0.0166,False,False,False,False
ESFJ,ESTJ,ESFJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0004,0.0267,0.0263,0.3667,0.2667,-0.1,-0.0542,-0.0509,0.0033,True,True,True,True
ESFJ,ESTJ,ESFJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.4682,0.5232,0.055,-0.0078,-0.0843,-0.0765,False,False,False,False
ESFJ,ESTJ,ESFJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.4984,0.5034,0.005,-0.0975,-0.0689,0.0286,True,False,True,True
ESTJ,INTJ,ESTJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7527,0.7742,0.0215,0.043,0.0323,-0.0107,False,False,False,False
ESTJ,INTJ,ESTJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.914,0.8495,-0.0645,-0.2903,-0.129,0.1613,True,True,True,True
ESTJ,INTJ,ESTJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0481,0.009,-0.0391,0.1667,0.4333,0.2666,0.0286,0.0297,0.0011,False,False,True,False
ESTJ,INTJ,ESTJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0008,0.001,0.0002,0.5,0.2667,-0.2333,-0.0406,-0.0236,0.017,True,True,True,True
ESTJ,INTJ,ESTJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0667,0.0333,0.4984,0.5072,0.0088,-0.0366,-0.0398,-0.0032,True,False,False,False
ESTJ,INTJ,ESTJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4895,0.4818,-0.0077,-0.0383,-0.0258,0.0125,False,False,True,True
ESTJ,INFJ,ESTJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.3978,0.3871,-0.0107,0.4516,0.4839,0.0323,True,False,True,True
ESTJ,INFJ,ESTJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.8065,-0.1182,-0.5914,-0.3226,0.2688,True,False,True,True
ESTJ,INFJ,ESTJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1139,0.1166,0.0027,0.0667,0.1,0.0333,0.1035,0.1292,0.0257,False,True,True,True
ESTJ,INFJ,ESTJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0091,0.0081,-0.001,0.5,0.2,-0.3,-0.0666,-0.0598,0.0068,True,False,True,True
ESTJ,INFJ,ESTJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0667,0.0667,0.5114,0.5524,0.041,-0.048,-0.0844,-0.0364,True,False,False,False
ESTJ,INFJ,ESTJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.4418,0.456,0.0142,0.0029,-0.0334,-0.0363,True,False,False,False
ESTJ,ENFJ,ESTJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4839,0.4624,-0.0215,0.3871,0.4516,0.0645,True,False,True,True
ESTJ,ENFJ,ESTJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8602,0.7527,-0.1075,-0.2796,-0.043,0.2366,True,True,True,True
ESTJ,ENFJ,ESTJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1001,0.0711,-0.029,0.0667,0.0667,0.0,0.0773,0.0795,0.0022,False,False,True,False
ESTJ,ENFJ,ESTJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0324,0.0086,-0.0238,0.5333,0.4,-0.1333,-0.0563,-0.0743,-0.018,True,False,False,False
ESTJ,ENFJ,ESTJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.5325,0.5381,0.0056,-0.0385,-0.0576,-0.0191,False,False,False,False
ESTJ,ENFJ,ESTJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.4425,0.4457,0.0032,-0.0198,-0.0464,-0.0266,True,False,False,False
ESTJ,ISFJ,ESTJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6452,0.6882,0.043,0.2043,0.172,-0.0323,False,False,False,False
ESTJ,ISFJ,ESTJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9032,-0.0108,-0.3333,-0.2688,0.0645,True,False,True,True
ESTJ,ISFJ,ESTJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0868,0.0461,-0.0407,0.1667,0.1667,0.0,0.0666,0.0538,-0.0128,False,False,False,False
ESTJ,ISFJ,ESTJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0013,0.0083,0.007,0.4667,0.2333,-0.2334,-0.0411,-0.0378,0.0033,True,True,True,True
ESTJ,ISFJ,ESTJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0666,0.0334,-0.0332,0.5034,0.5444,0.041,-0.0501,-0.0734,-0.0233,False,False,False,False
ESTJ,ISFJ,ESTJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4995,0.4723,-0.0272,-0.0271,-0.069,-0.0419,False,False,False,False
ESTJ,ENTP,ESTJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.4516,0.4946,0.043,0.4301,0.3978,-0.0323,False,False,False,False
ESTJ,ENTP,ESTJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8817,0.828,-0.0537,-0.3333,-0.1935,0.1398,True,True,True,True
ESTJ,ENTP,ESTJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0629,0.0122,-0.0507,0.1333,0.1333,0.0,0.0688,0.0618,-0.007,False,False,False,False
ESTJ,ENTP,ESTJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0278,0.0151,-0.0127,0.5667,0.3,-0.2667,-0.0646,-0.0639,0.0007,True,False,True,True
ESTJ,ENTP,ESTJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0333,-0.0334,0.4584,0.5859,0.1275,0.0194,-0.1128,-0.1322,False,False,False,False
ESTJ,ENTP,ESTJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0666,-0.0001,0.4344,0.4262,-0.0082,-0.0113,-0.0223,-0.011,False,False,False,False
ESTJ,ISTP,ESTJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.914,0.8602,-0.0538,-0.3118,-0.1935,0.1183,True,True,True,True
ESTJ,ISTP,ESTJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0122,0.0314,0.0192,0.2667,0.2333,-0.0334,0.0073,-0.0294,-0.0367,True,True,False,True
ESTJ,ISTP,ESTJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0666,-0.0334,0.4879,0.5055,0.0176,-0.027,-0.0775,-0.0505,False,False,False,False
ESTJ,ENFP,ESTJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.2258,0.2903,0.0645,0.6667,0.6344,-0.0323,False,False,False,False
ESTJ,ENFP,ESTJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8817,0.7419,-0.1398,-0.5269,-0.2366,0.2903,True,True,True,True
ESTJ,ENFP,ESTJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0429,0.0588,0.0159,0.0667,0.0667,0.0,0.0851,0.088,0.0029,False,True,True,True
ESTJ,ENFP,ESTJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0023,0.016,0.0137,0.5,0.4667,-0.0333,-0.0826,-0.0934,-0.0108,True,True,False,True
ESTJ,ENFP,ESTJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.5101,0.5194,0.0093,-0.0506,-0.046,0.0046,False,False,True,False
ESTJ,ENFP,ESTJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0666,0.0667,0.0001,0.4248,0.415,-0.0098,-0.0604,-0.0275,0.0329,True,False,True,True
ESTJ,INFP,ESTJ_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,1.0,1.0,0.0,0.172,0.1828,0.0108,0.6774,0.6882,0.0108,False,False,True,False
ESTJ,INFP,ESTJ_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8495,0.871,0.0215,-0.6344,-0.6022,0.0322,False,True,True,True
ESTJ,INFP,ESTJ_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0933,0.0921,-0.0012,0.0,0.0,0.0,0.0994,0.0948,-0.0046,False,False,False,False
ESTJ,INFP,ESTJ_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0053,0.0026,-0.0027,0.4333,0.3,-0.1333,-0.0719,-0.0631,0.0088,True,False,True,True
ESTJ,INFP,ESTJ_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.493,0.5011,0.0081,-0.0222,-0.0208,0.0014,False,False,True,False
ESTJ,INFP,ESTJ_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0667,0.0333,0.4766,0.4513,-0.0253,-0.0394,-0.0422,-0.0028,True,False,False,True
ESTJ,ESFJ,ESTJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.6022,0.6022,0.0,0.2796,0.2581,-0.0215,False,False,False,False
ESTJ,ESFJ,ESTJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.828,0.7849,-0.0431,-0.0323,-0.0108,0.0215,True,False,True,True
ESTJ,ESFJ,ESTJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0362,0.0252,-0.011,0.0333,0.1,0.0667,0.0761,0.0685,-0.0076,False,False,False,False
ESTJ,ESFJ,ESTJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0171,0.0031,-0.014,0.3,0.3,0.0,-0.0296,-0.0193,0.0103,False,False,True,False
ESTJ,ESFJ,ESTJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1666,0.0667,-0.0999,0.4835,0.4926,0.0091,-0.0301,-0.0406,-0.0105,False,False,False,False
ESTJ,ESFJ,ESTJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0667,0.0667,0.4623,0.4079,-0.0544,-0.0541,-0.017,0.0371,True,False,True,True
